Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36
00-0038647:NSN,"CAP,MISSILE",1420,Guided Missile Cmpnt,#,Not assigned,000J,7 CFSD SERV,MB,222182N1D,2,0.000 EA,0.000 EA,5.000 EA,5,EA,each,A50L,DGAEPM,50W,(A) DAP 5-3-2-5,8/19/2013,14.72 CAD,1B,G,ITEM UNDER REVIEW FOR SURPLUS,C,CONSUMABLE STORES,D,Controlled-key components/demil-destroy,A,NON-REPAIRABLE,E,10/7/2021,52403,8/19/2013
00-0038824:NSN,"ELBOW,TUBE",4730,Hose/Pipe Fittings,Q,Q,000J,7 CFSD SERV,MB,254232A2A,6,0.000 EA,0.000 EA,26.000 EA,26,EA,each,A523,DGAEPM,50A,L3 SM 5,8/19/2013,50.08 CAD,4N,X,CENTRALIZED MGMT-NORMAL DMND PROCESSING,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,#,52485,10/7/2020
00-0038825:NSN,"ELBOW,TUBE",4730,Hose/Pipe Fittings,Q,Q,000J,7 CFSD SERV,MB,266209Q1B,6,0.000 EA,0.000 EA,72.000 EA,72,EA,each,A523,DGAEPM,50A,L3 SM 5,8/19/2013,43.69 CAD,4N,X,CENTRALIZED MGMT-NORMAL DMND PROCESSING,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,#,1375793,2/9/2017
00-0039157:NSN,O-RING,5331,O-Rings,V,SLM-HUMIDIFIED STORAGE-NON EXTENDABLE SL,000J,7 CFSD SERV,MB,250198K5B,2,0.000 EA,0.000 EA,40.000 EA,40,EA,each,A20C,DGAEPM,50D,L3 SM 1,8/30/2022,0.17 CAD,4G,X,US DOD STOCKED - COLOG ELIGIBLE,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,#,2828630,8/30/2022
00-0039249:NSN,"SCREW,TAPPING",5305,Screws,Q,Q,000J,7 CFSD SERV,MB,222182M1B,3,0.000 EA,0.000 EA,763.000 EA,763,EA,each,NSTC,Not assigned,66H,(L) DLP 5-2-2,8/19/2013,0.02 CAD,4J,X,CENT MGT - DEMAND TILL STOCKS EXHAUSTED,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,#,52583,8/19/2013
00-0039264:NSN,"NUT,PLAIN,HEXAGON",5310,Nuts/Washers,Q,Q,000J,7 CFSD SERV,MB,254221K4A,3,0.000 EA,0.000 EA,78.000 EA,78,EA,each,L670,DGLEPM,35E,(L) DLP 6-3-3-3C,8/19/2013,1.54 CAD,4N,X,CENTRALIZED MGMT-NORMAL DMND PROCESSING,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,#,52640,4/5/2017
00-0039825:NSN,"RECTIFIER,SEMICONDUCTOR DEVICE,UNITIZED",5961,Semiconductor Device,Q,Q,000J,7 CFSD SERV,MB,218224G2A,3,0.000 EA,0.000 EA,15.000 EA,15,EA,each,C495,COMMMON,49N,(P) D SVCS C 23333,8/19/2013,29.91 CAD,4N,X,CENTRALIZED MGMT-NORMAL DMND PROCESSING,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,#,52626,8/19/2013
00-0040070:NSN,"RESISTOR NETWORK,FIXED,FILM",5905,Resistors,#,Not assigned,000J,7 CFSD SERV,MB,218216L6C,2,0.000 EA,0.000 EA,1.000 EA,1,EA,each,A017,DGAEPM,49R,(P) D SVCS C 23333,8/19/2013,241.28 CAD,4N,X,CENTRALIZED MGMT-NORMAL DMND PROCESSING,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,#,52683,8/19/2013
00-0040088:NSN,"MOUNTING PAD,ELECTRICAL-ELECTRONIC COMPO",5999,Misc Electric Compnt,#,Not assigned,000J,7 CFSD SERV,MB,270183H4A,3,0.000 EA,0.000 EA,108.000 EA,108,EA,each,A212,DGAEPM,49G,(P) D SVCS C 2323,8/19/2013,0.36 CAD,4G,X,US DOD STOCKED - COLOG ELIGIBLE,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,#,52660,8/19/2013
00-0040763:NSN,"SPACER,RING",5365,Rings/Shims/Spacers,#,Not assigned,000J,7 CFSD SERV,MB,234253P2B,6,0.000 EA,0.000 EA,12.000 EA,12,EA,each,L634,DGLEPM,65T,(L) DLP 4-2-3-2,8/19/2013,20.39 CAD,4G,X,US DOD STOCKED - COLOG ELIGIBLE,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,1/9/2018,1619967,1/9/2018
00-0041167:NSN,"ELBOW,TUBE",4730,Hose/Pipe Fittings,Q,Q,000J,7 CFSD SERV,MB,258229E5C,2,0.000 EA,0.000 EA,1.000 EA,1,EA,each,A512,DGAEPM,50C,L3 SM 2,8/19/2013,101.77 CAD,4G,X,US DOD STOCKED - COLOG ELIGIBLE,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,9/11/2018,1789058,10/5/2020
00-0041170:NSN,"ELBOW,TUBE",4730,Hose/Pipe Fittings,Q,Q,000J,7 CFSD SERV,MB,266232K5A,4,0.000 EA,0.000 EA,24.000 EA,24,EA,each,A20C,DGAEPM,50F,(A) DAP-5-3-2-5,8/19/2013,38.54 CAD,4G,X,US DOD STOCKED - COLOG ELIGIBLE,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,#,52871,8/19/2013
00-0712094:NSN,"SCREW,MACHINE",5305,Screws,Q,Q,000J,7 CFSD SERV,MB,254189J1C,2,0.000 EA,0.000 EA,4.000 EA,4,EA,each,NM16,DGMEPM,24C,(M)D MAR P 4-3-2-7,8/19/2013,0.17 CAD,4J,X,CENT MGT - DEMAND TILL STOCKS EXHAUSTED,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,11/26/2018,177970,1/24/2018
00-0824897:NSN,"TERMINAL,FEEDTHRU",5940,Lugs/Terminal Strips,#,Not assigned,000J,7 CFSD SERV,MB,238232N1C,2,0.000 EA,0.000 EA,23.000 EA,23,EA,each,NM16,DGMEPM,49G,(P) D SVCS C 2323,8/19/2013,0.94 CAD,4G,X,US DOD STOCKED - COLOG ELIGIBLE,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,#,195373,8/20/2013
00-1031657:NSN,"CONNECTOR,RECEPTACLE,ELECTRICAL",5935,"Connectors, Electric",#,Not assigned,000J,7 CFSD SERV,MB,250246L2B,2,0.000 EA,0.000 EA,1.000 EA,1,EA,each,NM16,DGMEPM,55H,(A) DAP 4-3-5-2,8/19/2013,6.62 CAD,4G,X,US DOD STOCKED - COLOG ELIGIBLE,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,#,1395300,3/8/2017
