Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36
00-1063596:NSN,"SWITCH,TOGGLE",5930,Switches,Q,Q,000J,7 CFSD SERV,MB,246218N2C,2,0.000 EA,0.000 EA,5.000 EA,5,EA,each,NM16,DGMEPM,49G,(P) D SVCS C 2323,8/19/2013,32.77 CAD,4N,X,CENTRALIZED MGMT-NORMAL DMND PROCESSING,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,#,227377,8/20/2013
00-1245485:NSN,CIRCUIT CARD ASSEMBLY,5998,Electric Assem/Board,Y,ELECTROSTATIC SENSITIVE ELECTRONIC ITEMS,000M,7 CFSD Disposal,999,LOST&FOUND,#,0.000 EA,0.000 EA,0.000 EA,-1,EA,each,AP22,DGAEPM,51L,(A) DAP5/OWSS/AV,#,"1,325.00 CAD",1B,D,ITEM UNDER REVIEW FOR SURPLUS,A,ACCOUNTABLE STORES,Q,Non-controlled good/Demil not required,B,3RD LINE ONLY,G,#,2829776,9/1/2022
00-1245485:NSN,CIRCUIT CARD ASSEMBLY,5998,Electric Assem/Board,Y,ELECTROSTATIC SENSITIVE ELECTRONIC ITEMS,000M,7 CFSD Disposal,MA,222255H3,8,0.000 EA,0.000 EA,0.000 EA,1,EA,each,AP22,DGAEPM,51L,(A) DAP5/OWSS/AV,#,"1,325.00 CAD",1B,D,ITEM UNDER REVIEW FOR SURPLUS,A,ACCOUNTABLE STORES,Q,Non-controlled good/Demil not required,B,3RD LINE ONLY,G,#,2829777,9/1/2022
00-1484250:NSN,"CONNECTOR BODY,PLUG,ELECTRICAL",5935,"Connectors, Electric",#,Not assigned,000J,7 CFSD SERV,MB,250231M2A,3,0.000 EA,0.000 EA,26.000 EA,26,EA,each,NM16,DGMEPM,50N,(A) DAP-5-3-2-5,8/19/2013,0.30 CAD,4G,X,US DOD STOCKED - COLOG ELIGIBLE,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,3/15/2018,1670954,3/15/2018
00-1591290:NSN,"TERMINAL,LUG",5940,Lugs/Terminal Strips,#,Not assigned,000J,7 CFSD SERV,MB,222200G4A,2,0.000 EA,0.000 EA,44.000 EA,44,EA,each,NM16,DGMEPM,24C,(M)D MAR P 4-3-2-7,8/19/2013,0.05 CAD,4G,X,US DOD STOCKED - COLOG ELIGIBLE,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,#,307576,8/20/2013
00-1845981:NSN,"CONNECTOR,RECEPTACLE,ELECTRICAL",5935,"Connectors, Electric",#,Not assigned,000J,7 CFSD SERV,MB,214247K6B,3,0.000 EA,0.000 EA,7.000 EA,7,EA,each,NM16,DGMEPM,52K,(A) DAP 6-3-5B,8/20/2013,6.11 CAD,4G,X,US DOD STOCKED - COLOG ELIGIBLE,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,#,330647,8/20/2013
00-2017969:NSN,"CONNECTOR,PLUG,ELECTRICAL",5935,"Connectors, Electric",#,Not assigned,000J,7 CFSD SERV,MA,238250D2,9,0.000 EA,0.000 EA,136.000 EA,136,EA,each,NM16,DGMEPM,55H,(A) DAP 4-3-5-2,8/20/2013,21.00 CAD,4N,X,CENTRALIZED MGMT-NORMAL DMND PROCESSING,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,2/28/2020,2164163,3/3/2020
00-2257775:NSN,"SCREW,CAP,SOCKET HEAD",5305,Screws,Q,Q,000J,7 CFSD SERV,MB,266188G1C,3,0.000 EA,0.000 EA,225.000 EA,225,EA,each,NM16,DGMEPM,24C,(M)D MAR P 4-3-2-7,8/20/2013,0.84 CAD,4G,X,US DOD STOCKED - COLOG ELIGIBLE,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,#,356824,8/20/2013
00-2505548:NSN,"CONNECTOR,RECEPTACLE,ELECTRICAL",5935,"Connectors, Electric",#,Not assigned,000J,7 CFSD SERV,MB,234252P3A,7,0.000 EA,0.000 EA,25.000 EA,25,EA,each,NM16,DGMEPM,52T,(A) DAP 6-3-5-B,8/20/2013,72.35 CAD,4G,X,US DOD STOCKED - COLOG ELIGIBLE,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,2/20/2018,1652736,2/20/2018
00-2516573:NSN,"RETAINER,ELECTRICAL CONNECTOR",5935,"Connectors, Electric",#,Not assigned,000J,7 CFSD SERV,MB,230182H1A,6,0.000 EA,0.000 EA,682.000 EA,682,EA,each,NM16,DGMEPM,24C,(M)D MAR P 4-3-2-7,8/20/2013,1.49 CAD,4N,X,CENTRALIZED MGMT-NORMAL DMND PROCESSING,C,CONSUMABLE STORES,A,Non-controlled good/Demil not required,A,NON-REPAIRABLE,H,7/11/2018,1502782,12/20/2021
